customer_id,nama,gender,pendidikan,umur,alamat,nomor_telepon,status_pernikahan,pendapatan
CUS_344573,"Tgk. Harjasa Tamba, S.Sos",wanita,Sarjana,49,"Gang Astana Anyar No. 3
Meulaboh, Maluku 11042",+62829-9143-3211,Sudah menikah,64000000
CUS_344748,Tami Suryatmi,wanita,SMP,39,"Gang W.R. Supratman No. 2
Bima, BA 53726",+62838-8868-1172,Single,50500000
CUS_345299,Anita Handayani,wanita,Sarjana,29,"Gang Pacuan Kuda No. 4
Bima, Papua 73442",+62850-3452-1490,Single,51500000
CUS_345696,Janet Hastuti,pria,SMA/SMK/MA,58,"Jalan Ciumbuleuit No. 052
Banjarbaru, SS 55875",+62849-9516-7231,Sudah menikah,74000000
CUS_347112,Iriana Kuswandari,wanita,SD,45,"Gang Astana Anyar No. 2
Kotamobagu, SU 03399",+62817-4385-2948,Sudah menikah,29000000
CUS_348220,"drg. Embuh Kuswoyo, M.M.",wanita,Magister,38,"Jl. Ir. H. Djuanda No. 02
Mataram, Sumatera Selatan 99397",+62843-4577-2793,Single,53000000
CUS_348533,"Kusuma Waluyo, M.Kom.",pria,Magister,50,"Jalan Soekarno Hatta No. 28
Medan, Sumatera Selatan 48427",+62891-0440-8866,Single,74000000
CUS_349155,Kania Iswahyudi,pria,SMP,30,"Jalan Cempaka No. 263
Medan, SS 53588",+62814-6988-8290,Single,58000000
CUS_350886,Saiful Suryatmi,wanita,SMA/SMK/MA,45,"Gang M.T Haryono No. 068
Cirebon, KS 10000",+62835-6198-3769,Sudah menikah,70000000
CUS_354751,Janet Winarsih,pria,SD,15,"Gang Ronggowarsito No. 569
Palangkaraya, MA 49519",+62818-3397-3806,Sudah menikah,12000000
CUS_356525,Farhunnisa Simbolon,pria,SMP,54,"Jl. Jakarta No. 4
Malang, Bali 89795",+62825-0788-8696,Single,9000000
CUS_356632,Uchita Uwais,wanita,SD,47,"Jalan K.H. Wahid Hasyim No. 5
Pasuruan, Riau 34667",+62860-1488-8006,Single,36000000
CUS_358391,Aurora Jailani,pria,SMA/SMK/MA,44,"Gg. Tubagus Ismail No. 926
Blitar, SU 77309",+62833-0122-7024,Single,83000000
CUS_359654,Siti Tarihoran,pria,SD,41,"Gang R.E Martadinata No. 98
Balikpapan, Jawa Timur 84070",+62831-9498-1338,Single,41000000
CUS_359941,Cahyono Manullang,pria,Sarjana,29,"Gang Veteran No. 838
Lubuklinggau, Lampung 34158",+62868-9534-9595,Single,85500000
CUS_361683,Tri Sihombing,pria,SMA/SMK/MA,45,"Jl. W.R. Supratman No. 0
Balikpapan, Papua 30133",+62808-2823-8607,Sudah menikah,64000000
CUS_362151,Winda Siregar,wanita,SMA/SMK/MA,18,"Gg. Pasir Koja No. 031
Jayapura, Kalimantan Tengah 72816",+62831-4717-8015,Sudah menikah,80500000
CUS_363534,Baktiono Nurdiyanti,wanita,Sarjana,28,"Gang Cikutra Barat No. 14
Balikpapan, Kepulauan Riau 11058",+62857-7275-7779,Single,73500000
CUS_365255,Darmana Fujiati,wanita,Sarjana,51,"Jalan Dipenogoro No. 48
Dumai, Papua Barat 42195",+62844-6233-6389,Sudah menikah,29500000
CUS_366066,Karna Irawan,pria,SD,23,"Jl. Yos Sudarso No. 821
Banjarbaru, SN 86089",+62872-4802-8031,Sudah menikah,4500000
CUS_366539,Zahra Novitasari,pria,SMP,30,"Jalan Pasteur No. 0
Pariaman, Papua Barat 55965",+62852-5631-8288,Sudah menikah,90000000
CUS_366722,Dodo Maheswara,pria,SMA/SMK/MA,40,"Jalan Sadang Serang No. 21
Jayapura, Jawa Tengah 39761",+62806-8923-7185,Single,35500000
CUS_366762,Kemba Mustofa,pria,SMA/SMK/MA,46,"Gg. Soekarno Hatta No. 456
Kediri, NB 54390",+62869-7209-8080,Single,97500000
CUS_368925,Gading Habibi,wanita,SMP,53,"Gang Gegerkalong Hilir No. 8
Madiun, SU 22470",+62876-9102-1765,Sudah menikah,39500000
CUS_369177,Fitriani Hariyah,pria,SMP,40,"Gg. Surapati No. 863
Salatiga, Kepulauan Riau 60889",+62808-4220-6840,Sudah menikah,48000000
CUS_369634,"Sakura Sirait, S.T.",pria,Sarjana,42,"Gang Monginsidi No. 28
Pariaman, Riau 12714",+62872-7189-5060,Sudah menikah,51000000
CUS_370912,Karta Fujiati,pria,SMA/SMK/MA,22,"Jl. Medokan Ayu No. 74
Kota Administrasi Jakarta Pusat, JI 51876",+62880-5778-7153,Sudah menikah,4500000
CUS_371657,Aditya Lailasari,wanita,Sarjana,37,"Gg. Suryakencana No. 128
Kendari, Sulawesi Tengah 87920",+62823-5793-7427,Single,73500000
CUS_373923,"Emas Irawan, S.I.Kom",pria,Sarjana,25,"Gg. PHH. Mustofa No. 36
Metro, GO 09180",+62891-9927-5142,Sudah menikah,56000000
CUS_374094,Luwes Saputra,wanita,SD,54,"Jalan Jend. Sudirman No. 4
Binjai, RI 13190",+62857-3630-4874,Sudah menikah,9500000
CUS_376059,"Mitra Uwais, S.E.",wanita,Sarjana,60,"Jalan Ir. H. Djuanda No. 86
Cimahi, Aceh 71937",+62833-9282-9546,Single,100000000
CUS_376085,Kenes Ramadan,wanita,SMA/SMK/MA,32,"Jl. Raya Setiabudhi No. 58
Medan, BT 43385",+62848-1605-2897,Single,73500000
CUS_376483,"Elvin Hutapea, S.H.",pria,Sarjana,55,"Jalan Joyoboyo No. 7
Pangkalpinang, Jawa Tengah 88485",+62885-3633-7321,Single,87500000
CUS_378343,Raihan Riyanti,pria,SD,26,"Gang Siliwangi No. 75
Banjar, BA 15076",+62825-0767-0549,Single,69500000
CUS_378592,Paramita Santoso,pria,SD,18,"Gg. Laswi No. 1
Solok, SB 75189",+62810-3773-5474,Single,65500000
CUS_378831,Gandi Megantara,wanita,SMP,32,"Jl. W.R. Supratman No. 159
Kota Administrasi Jakarta Pusat, Kalimantan Tengah 10003",+62833-5871-7624,Single,28500000
CUS_379968,"Ega Mustofa, M.Kom.",pria,Magister,41,"Gang Tubagus Ismail No. 20
Batam, KS 06522",+62834-8846-3094,Single,55000000
CUS_380351,Asman Waluyo,pria,SMA/SMK/MA,47,"Gg. Suryakencana No. 95
Pematangsiantar, YO 82230",+62840-6398-7777,Single,57000000
CUS_380420,"Unggul Sudiati, M.Pd",wanita,Magister,40,"Gg. Rawamangun No. 38
Balikpapan, BT 76419",+62849-2231-2385,Single,56500000
CUS_383052,Lurhur Haryanto,wanita,SMA/SMK/MA,47,"Jl. Sentot Alibasa No. 1
Solok, Sulawesi Barat 11779",+62830-9397-9041,Sudah menikah,20000000
CUS_385988,Dr. Tantri Tarihoran,wanita,Doktor,30,"Jl. Asia Afrika No. 2
Pagaralam, NT 09489",+62855-9682-4391,Single,68500000
CUS_386643,drg. Shakila Wibisono,pria,SMP,49,"Gg. Pasteur No. 7
Sawahlunto, SU 97915",+62847-7819-5939,Single,20500000
CUS_387751,"Cawuk Wasita, S.I.Kom",pria,Sarjana,28,"Jalan Suryakencana No. 96
Kota Administrasi Jakarta Pusat, Sulawesi Barat 56354",+62806-1122-8158,Single,54000000
CUS_388723,Jarwi Kuswandari,wanita,SMA/SMK/MA,54,"Jl. Rajawali Timur No. 59
Tidore Kepulauan, Jawa Barat 63112",+62812-8520-8525,Sudah menikah,58000000
CUS_389666,Ami Laksita,wanita,Sarjana,44,"Jl. Sukajadi No. 52
Kupang, Kalimantan Utara 16270",+62831-5597-9241,Single,45000000
CUS_392158,Zulaikha Zulkarnain,pria,Sarjana,56,"Gang Surapati No. 1
Lhokseumawe, NB 07906",+62807-7907-5041,Sudah menikah,64000000
CUS_392845,Nurul Hariyah,wanita,SMP,53,"Jalan Pelajar Pejuang No. 69
Cilegon, BA 48027",+62822-3188-1937,Single,63500000
CUS_397268,Oliva Yuliarti,pria,SMA/SMK/MA,36,"Jalan H.J Maemunah No. 0
Kota Administrasi Jakarta Timur, Aceh 57615",+62868-4770-1467,Sudah menikah,38500000
CUS_397520,Surya Habibi,wanita,SD,31,"Gang Pacuan Kuda No. 62
Banjarbaru, Sumatera Barat 25552",+62859-7011-0851,Sudah menikah,49000000
CUS_398298,Ratna Dongoran,pria,Sarjana,40,"Jl. Ahmad Yani No. 10
Metro, JI 03855",+62886-9863-3529,Single,34000000
CUS_398438,"Puti Putri Pranowo, S.Psi",wanita,Sarjana,48,"Jl. Abdul Muis No. 7
Langsa, NT 51031",+62844-5542-4834,Sudah menikah,55500000
CUS_398799,Ian Utami,wanita,SD,27,"Gg. Rajawali Barat No. 9
Sungai Penuh, Gorontalo 01950",+62863-2193-1304,Sudah menikah,60500000
CUS_398987,"dr. Ilsa Thamrin, S.E.I",wanita,Doktor,41,"Jl. Pasteur No. 281
Mojokerto, Nusa Tenggara Timur 69621",+62808-7710-8610,Single,21000000
CUS_403132,Jagapati Marbun,pria,Sarjana,31,"Gg. Tebet Barat Dalam No. 982
Padang Sidempuan, JA 17407",+62873-4105-2911,Sudah menikah,86500000
CUS_406798,Karta Wacana,wanita,SMP,29,"Jalan Rajiman No. 1
Serang, NB 70851",+62848-9319-7192,Single,56000000
CUS_407291,H. Nalar Halim,wanita,SMP,26,"Jl. Bangka Raya No. 79
Serang, SU 22123",+62825-7176-1853,Single,84000000
CUS_409289,Darijan Nababan,wanita,SD,36,"Gg. Erlangga No. 9
Palangkaraya, JI 95504",+62806-9352-8310,Single,83500000
CUS_410534,"Sutan Prayitna Prabowo, S.Gz",pria,Sarjana,41,"Jalan Tebet Barat Dalam No. 11
Serang, Kalimantan Utara 83724",+62898-7335-2711,Sudah menikah,57000000
CUS_410871,"drg. Hasna Hutasoit, S.Pt",pria,Sarjana,43,"Gang Merdeka No. 969
Bekasi, BB 07834",+62824-7531-2191,Single,42500000
CUS_410999,R.M. Karja Setiawan,wanita,SMA/SMK/MA,36,"Gang Suryakencana No. 28
Bitung, Papua 53018",+62824-0689-7748,Sudah menikah,96500000
CUS_411341,"Kani Zulkarnain, S.IP",wanita,Sarjana,34,"Jl. Merdeka No. 851
Metro, Bali 53698",+62889-2021-7849,Sudah menikah,61500000
CUS_412431,Gada Tarihoran,wanita,SMA/SMK/MA,59,"Jl. Dipenogoro No. 9
Meulaboh, Jawa Tengah 61381",+62849-8126-5007,Single,11500000
CUS_412896,Halim Suryono,pria,SD,46,"Gang Laswi No. 440
Pematangsiantar, Gorontalo 47761",+62832-9178-5810,Single,85500000
CUS_413755,Padma Tarihoran,wanita,SMA/SMK/MA,23,"Gg. Kebonjati No. 902
Prabumulih, Kalimantan Selatan 09722",+62828-4505-3820,Single,90500000
CUS_415095,"Drs. Pangeran Wasita, M.Farm",wanita,Doktor,59,"Jl. S. Parman No. 2
Palu, GO 78968",+62848-5503-2934,Single,14000000
CUS_416832,"Narji Lailasari, S.Pt",wanita,Sarjana,36,"Gang Dipatiukur No. 88
Bandar Lampung, MU 67124",+62810-1635-4626,Sudah menikah,53000000
CUS_416887,"Ellis Pradipta, S.Pt",wanita,Sarjana,35,"Gang Ir. H. Djuanda No. 486
Lubuklinggau, Aceh 33338",+62845-8811-8809,Single,76000000
CUS_418287,"Dr. Tami Melani, S.Pt",pria,Doktor,46,"Gang Dipenogoro No. 8
Mojokerto, Kalimantan Utara 04529",+62801-0082-6185,Single,36000000
CUS_419119,Victoria Mahendra,wanita,SMA/SMK/MA,40,"Jalan Rajawali Barat No. 33
Salatiga, BA 62955",+62860-5783-8168,Sudah menikah,34500000
CUS_419201,Ir. Diah Simanjuntak,wanita,Sarjana,53,"Gg. Kendalsari No. 657
Makassar, JK 86618",+62811-9807-3660,Single,84000000
CUS_419233,Mitra Hastuti,pria,SMP,30,"Jalan Veteran No. 70
Jayapura, Kepulauan Bangka Belitung 25637",+62812-0592-6497,Sudah menikah,78500000
CUS_419379,"R.M. Harjo Kusumo, S.Pd",pria,Sarjana,39,"Gg. Rawamangun No. 58
Ambon, Kalimantan Selatan 35443",+62819-5898-4696,Sudah menikah,23500000
CUS_419784,Soleh Kuswoyo,wanita,Sarjana,25,"Gang Kiaracondong No. 2
Kota Administrasi Jakarta Utara, Jambi 12658",+62883-0595-5993,Single,21500000
CUS_424950,"Cut Alika Ardianto, S.Ked",pria,Sarjana,55,"Jalan Raya Setiabudhi No. 5
Surabaya, Jawa Tengah 70484",+62862-0968-9675,Sudah menikah,85000000
CUS_426526,"Sakura Pratama, S.Farm",wanita,Sarjana,54,"Gang Medokan Ayu No. 6
Palopo, Aceh 17451",+62869-2113-4400,Single,40000000
CUS_426674,"Alambana Mardhiyah, M.M.",pria,Magister,44,"Gg. Rawamangun No. 6
Tanjungbalai, Kalimantan Timur 64417",+62855-4549-8230,Sudah menikah,45500000
CUS_427269,Diana Melani,pria,Sarjana,34,"Gg. Rajawali Timur No. 1
Dumai, Nusa Tenggara Timur 74690",+62806-2860-3149,Sudah menikah,86000000
CUS_427467,Zizi Nasyiah,wanita,SMP,18,"Gg. Sadang Serang No. 048
Cimahi, KB 93776",+62850-7955-0574,Sudah menikah,83000000
CUS_428151,Jasmin Wahyudin,pria,SD,44,"Jl. M.T Haryono No. 6
Surabaya, PA 89646",+62896-2942-1676,Single,28500000
CUS_428751,Indah Habibi,wanita,SMP,50,"Jl. Veteran No. 7
Pekalongan, SS 22798",+62879-1535-1063,Single,70500000
CUS_430264,Keisha Suartini,pria,SMA/SMK/MA,34,"Gang Rawamangun No. 92
Sabang, Sulawesi Barat 84972",+62852-9652-6833,Sudah menikah,37000000
CUS_430711,"Irma Marbun, M.Ak",wanita,Magister,32,"Gang Bangka Raya No. 8
Pontianak, KU 12362",+62804-3292-3219,Sudah menikah,64000000
CUS_431816,Vino Nugroho,pria,SMA/SMK/MA,32,"Gg. Cihampelas No. 497
Pasuruan, DI Yogyakarta 14417",+62800-0131-4764,Sudah menikah,46500000
CUS_432585,Nadine Sirait,pria,Sarjana,45,"Jalan Pelajar Pejuang No. 70
Palu, JT 99943",+62870-4394-9874,Single,98000000
CUS_433052,"Tgk. Wardaya Prasetyo, S.E.I",pria,Sarjana,42,"Gang Rumah Sakit No. 913
Bogor, Sumatera Selatan 15166",+62882-7046-1375,Single,67000000
CUS_433739,Drs. Teddy Saragih,pria,Doktor,46,"Jalan Kebonjati No. 57
Kota Administrasi Jakarta Utara, SU 11051",+62872-0209-0459,Single,60500000
CUS_434633,Ana Nurdiyanti,pria,SD,51,"Jalan Pacuan Kuda No. 753
Depok, SU 89594",+62821-0054-2946,Single,17000000
CUS_437703,"Eman Sudiati, S.Pt",pria,Sarjana,59,"Gg. Jend. A. Yani No. 14
Malang, SB 92686",+62843-8044-2603,Single,50000000
CUS_438236,Cici Mustofa,wanita,SD,55,"Jl. Rumah Sakit No. 8
Sabang, Jawa Tengah 77933",+62808-8152-0784,Single,14500000
CUS_438731,Icha Nuraini,wanita,Sarjana,43,"Jalan Erlangga No. 482
Sungai Penuh, YO 48580",+62800-8734-9496,Sudah menikah,97500000
CUS_439161,Asmuni Lestari,wanita,SD,39,"Gg. Bangka Raya No. 88
Singkawang, JT 66766",+62868-3955-2049,Single,47500000
CUS_439304,"Alika Pangestu, S.Pt",wanita,Sarjana,57,"Jl. Tubagus Ismail No. 967
Sukabumi, Banten 33463",+62868-8942-1668,Sudah menikah,83500000
CUS_442018,Ir. Tania Dabukke,pria,Sarjana,48,"Jl. Tebet Barat Dalam No. 1
Bau-Bau, Sulawesi Tenggara 71590",+62877-1664-1399,Single,77000000
CUS_442594,Unjani Maryati,wanita,SMP,17,"Jl. Gardujati No. 54
Bukittinggi, NB 80444",+62811-3004-9256,Single,75000000
CUS_445125,Bella Novitasari,pria,SD,40,"Jl. Rungkut Industri No. 33
Serang, ST 91160",+62864-7927-8421,Sudah menikah,9000000
CUS_447960,Yulia Permata,wanita,SMP,15,"Jl. Lembong No. 185
Palembang, BT 87524",+62895-2819-9788,Sudah menikah,41000000
CUS_448677,Yance Nasyidah,pria,SD,23,"Gang Rajiman No. 3
Surabaya, KI 27858",+62851-0944-9706,Sudah menikah,8500000
CUS_449006,Amelia Maulana,pria,Sarjana,56,"Jalan Rajiman No. 48
Bengkulu, SU 75815",+62814-8878-3215,Single,76000000
CUS_449102,drg. Lasmono Andriani,wanita,SMA/SMK/MA,34,"Jl. Kiaracondong No. 527
Palangkaraya, SU 77131",+62819-7654-5229,Single,97000000
CUS_449946,Vivi Prabowo,wanita,SMP,50,"Gang Kiaracondong No. 755
Batam, JT 98245",+62801-3653-5038,Single,89500000
CUS_451083,Utama Hidayanto,pria,SMP,37,"Jl. Jayawijaya No. 60
Makassar, Sumatera Selatan 97115",+62891-8619-5693,Single,66500000
CUS_451550,Nurul Wahyuni,wanita,SMP,28,"Gg. Cihampelas No. 65
Ternate, Maluku Utara 02969",+62826-7027-0748,Single,73000000
CUS_451854,Jail Aryani,wanita,SMA/SMK/MA,15,"Jl. Suniaraja No. 2
Balikpapan, NT 99913",+62838-3854-2329,Sudah menikah,24000000
CUS_452433,Dr. Sabrina Suartini,wanita,Doktor,34,"Gang Wonoayu No. 75
Palangkaraya, SU 99081",+62866-0324-9694,Single,41500000
CUS_453545,Ira Waluyo,wanita,SMA/SMK/MA,56,"Jl. Joyoboyo No. 8
Depok, NB 23875",+62858-8388-0182,Sudah menikah,25500000
CUS_453966,Laila Zulkarnain,pria,SD,40,"Gang Veteran No. 62
Semarang, JB 43225",+62864-0758-4895,Single,74500000
CUS_454586,"Indra Prabowo, S.Kom",wanita,Sarjana,34,"Gg. Rumah Sakit No. 4
Banjarbaru, Sulawesi Tenggara 89374",+62897-2348-1136,Single,74500000
CUS_454711,"Bakiadi Utama, S.Pd",wanita,Sarjana,37,"Gg. Gegerkalong Hilir No. 22
Metro, SN 79871",+62899-4165-3786,Single,89500000
CUS_456799,Ika Tamba,pria,SD,44,"Jalan Sadang Serang No. 094
Kendari, MU 35247",+62804-8099-6803,Single,57000000
CUS_457090,Kanda Prayoga,pria,SD,24,"Jl. BKR No. 5
Tanjungpinang, SU 19339",+62855-1403-1909,Single,38000000
CUS_457559,"Jelita Saefullah, S.Pt",pria,Sarjana,34,"Gang Dr. Djunjunan No. 2
Sorong, SN 68883",+62808-2677-7863,Single,57500000
CUS_458226,Rangga Purwanti,wanita,SMP,58,"Gg. M.T Haryono No. 6
Samarinda, Sulawesi Tenggara 60958",+62864-8482-3496,Single,18000000
CUS_463127,"Ayu Santoso, S.T.",pria,Sarjana,44,"Jalan Pacuan Kuda No. 24
Palembang, Sulawesi Selatan 87756",+62897-8907-9726,Sudah menikah,77000000
CUS_464623,"Bancar Laksmiwati, S.T.",pria,Sarjana,52,"Gg. Jakarta No. 4
Bontang, SU 75215",+62892-6469-6987,Single,35000000
CUS_467996,"H. Mulya Pratiwi, S.E.I",wanita,Sarjana,34,"Jalan Raya Setiabudhi No. 9
Palopo, SU 09028",+62890-4747-1594,Single,84500000
CUS_468318,"Rika Suryatmi, S.Farm",wanita,Sarjana,43,"Gg. Jend. A. Yani No. 545
Cimahi, Papua 77618",+62866-0063-8362,Sudah menikah,32000000
CUS_468956,"Hj. Aurora Saefullah, S.Pt",wanita,Sarjana,38,"Jalan Rajiman No. 6
Salatiga, DKI Jakarta 79540",+62852-4143-2236,Single,91500000
CUS_470700,Soleh Lestari,wanita,SD,49,"Gang Gardujati No. 47
Kota Administrasi Jakarta Pusat, Jawa Tengah 35187",+62868-8368-9932,Sudah menikah,8000000
CUS_470920,Kairav Nasyidah,wanita,SD,45,"Gang M.T Haryono No. 7
Kota Administrasi Jakarta Selatan, Kalimantan Selatan 21263",+62820-6712-4231,Sudah menikah,10500000
CUS_471056,Kamila Aryani,wanita,SMA/SMK/MA,47,"Jalan Cihampelas No. 2
Mojokerto, JB 82368",+62857-2475-5271,Single,84500000
CUS_471174,Rini Wibowo,pria,SMP,60,"Gang Ahmad Dahlan No. 56
Kota Administrasi Jakarta Barat, KT 34076",+62814-6858-6939,Single,80500000
CUS_471546,Aisyah Hartati,wanita,SMA/SMK/MA,60,"Jl. Rumah Sakit No. 3
Palopo, Kepulauan Riau 82698",+62828-9905-4442,Sudah menikah,22500000
CUS_471553,Rusman Purnawati,pria,SMA/SMK/MA,23,"Jl. Rajawali Timur No. 51
Kotamobagu, ST 23420",+62851-5701-4282,Sudah menikah,45000000
CUS_472261,Artawan Farida,wanita,Sarjana,57,"Jalan Astana Anyar No. 82
Semarang, JI 06342",+62894-2819-3258,Single,91000000
CUS_472798,"Kalim Nashiruddin, S.Pt",wanita,Sarjana,43,"Gang Raya Ujungberung No. 992
Sabang, KT 33033",+62832-8750-5278,Sudah menikah,54000000
CUS_473555,"R. Belinda Riyanti, S.Kom",pria,Sarjana,43,"Jl. W.R. Supratman No. 45
Bogor, Jawa Timur 97456",+62889-8462-1125,Sudah menikah,76000000
CUS_474908,Rusman Lazuardi,pria,SD,58,"Jalan Rungkut Industri No. 86
Meulaboh, Nusa Tenggara Barat 19142",+62885-6704-2335,Sudah menikah,7000000
CUS_475324,"Taufik Winarno, S.H.",pria,Sarjana,60,"Jalan Rungkut Industri No. 6
Bekasi, BA 91862",+62843-7660-5772,Single,96000000
CUS_475394,Hj. Najwa Nugroho,wanita,SD,43,"Jalan Monginsidi No. 9
Batam, Jambi 37060",+62815-8141-7431,Sudah menikah,53500000
CUS_475456,"R. Agnes Zulaika, M.Pd",pria,Magister,30,"Gang Pasteur No. 853
Ambon, SN 68916",+62841-1341-5567,Single,12500000
CUS_476719,Margana Pradana,wanita,SMA/SMK/MA,59,"Jl. M.H Thamrin No. 21
Subulussalam, KT 82019",+62825-9776-0167,Sudah menikah,67000000
CUS_476830,Dr. Alika Pratama,pria,Doktor,40,"Gg. Joyoboyo No. 8
Lhokseumawe, SU 09706",+62857-6563-3292,Sudah menikah,20000000
CUS_478114,Emas Pradipta,wanita,SMP,25,"Gg. Cihampelas No. 7
Bandung, Gorontalo 47262",+62804-7872-2286,Sudah menikah,51500000
CUS_479247,Najwa Wahyudin,wanita,SMA/SMK/MA,43,"Gg. S. Parman No. 203
Kendari, LA 40669",+62815-6782-4098,Sudah menikah,11500000
CUS_480101,Muhammad Latupono,pria,Sarjana,31,"Gang Suryakencana No. 17
Blitar, Sulawesi Utara 84517",+62810-5645-3257,Sudah menikah,22000000
CUS_480851,Slamet Purwanti,pria,SD,59,"Gg. Astana Anyar No. 954
Cirebon, Kalimantan Tengah 60609",+62813-5896-8344,Single,14000000
CUS_482753,"Ir. Nabila Hutasoit, M.Ak",pria,Magister,42,"Jl. Jamika No. 7
Manado, AC 29263",+62842-6505-5761,Sudah menikah,86500000
CUS_482763,"dr. Rahmi Namaga, M.TI.",wanita,Doktor,47,"Gang Ciumbuleuit No. 44
Kotamobagu, BT 33135",+62850-6054-7038,Single,97500000
CUS_486033,Cakrabuana Nurdiyanti,wanita,SD,23,"Gang Moch. Ramdan No. 787
Singkawang, BT 03785",+62830-5581-9646,Single,57000000
CUS_486950,"Hj. Ulya Widiastuti, M.M.",wanita,Magister,30,"Jl. Rajawali Timur No. 87
Malang, Kalimantan Tengah 53423",+62819-5657-9857,Single,79500000
CUS_487759,Kayun Kusmawati,pria,SMA/SMK/MA,36,"Jl. Ciwastra No. 9
Bontang, ST 15124",+62831-3021-8480,Sudah menikah,57000000
CUS_488041,"dr. Rahmat Utama, S.Sos",wanita,Doktor,56,"Gg. Pasirkoja No. 15
Sukabumi, Kalimantan Selatan 19826",+62867-0355-9527,Sudah menikah,36000000
CUS_488946,Harjo Iswahyudi,pria,Sarjana,46,"Gg. M.T Haryono No. 2
Bau-Bau, Banten 52105",+62850-0319-4154,Sudah menikah,41000000
CUS_490382,"Daryani Padmasari, M.Pd",wanita,Magister,32,"Jalan Kapten Muslihat No. 44
Binjai, Jambi 99823",+62882-7774-5356,Sudah menikah,66500000
CUS_490775,Tgk. Paulin Setiawan,wanita,SD,19,"Gg. Ciwastra No. 87
Pangkalpinang, MA 60059",+62893-7866-7766,Sudah menikah,45500000
CUS_491035,"Dt. Cager Waluyo, S.Pt",wanita,Sarjana,48,"Jl. Otto Iskandardinata No. 168
Bogor, MA 02090",+62889-7581-6928,Sudah menikah,36500000
CUS_491138,"Olivia Hutagalung, M.Ak",wanita,Magister,33,"Jl. Joyoboyo No. 068
Dumai, Kalimantan Timur 93734",+62842-3294-6392,Single,52000000
CUS_491330,Nalar Santoso,pria,SMP,44,"Gang R.E Martadinata No. 2
Prabumulih, LA 91048",+62840-5529-6869,Single,74000000
CUS_492461,Taufik Uwais,pria,Sarjana,32,"Jl. HOS. Cokroaminoto No. 5
Surakarta, Kepulauan Bangka Belitung 75469",+62849-5552-0069,Single,96000000
CUS_493252,"Hj. Sarah Nugroho, S.E.I",wanita,Sarjana,25,"Gang Waringin No. 4
Parepare, Papua Barat 07324",+62850-4290-3882,Single,73500000
CUS_493329,Gara Pudjiastuti,pria,SD,15,"Gg. Rajawali Timur No. 5
Bontang, KT 12960",+62839-3341-7309,Single,65500000
CUS_494040,Raisa Maheswara,wanita,SD,49,"Jalan Peta No. 7
Pontianak, MA 13631",+62800-9036-0722,Sudah menikah,88000000
CUS_494064,"Jagaraga Jailani, S.E.",wanita,Sarjana,53,"Gg. Cihampelas No. 392
Bitung, Kepulauan Riau 97891",+62801-5150-1815,Single,82500000
CUS_494211,Maria Manullang,pria,Sarjana,54,"Gg. Lembong No. 70
Kota Administrasi Jakarta Timur, SS 32319",+62806-5671-4402,Single,73000000
CUS_498184,R. Yessi Puspasari,pria,SMA/SMK/MA,60,"Jalan Setiabudhi No. 21
Bontang, BE 79945",+62813-6511-0626,Sudah menikah,75500000
CUS_498480,"drg. Tiara Jailani, S.Sos",pria,Sarjana,60,"Jalan H.J Maemunah No. 4
Tebingtinggi, Sumatera Utara 03507",+62819-1487-9605,Sudah menikah,42500000
CUS_499134,"Cut Putri Marbun, S.Pt",pria,Sarjana,51,"Gg. BKR No. 10
Cirebon, KI 12238",+62867-6996-3798,Single,96000000
CUS_499224,Ir. Parman Simanjuntak,pria,Sarjana,59,"Jl. Antapani Lama No. 857
Palopo, JA 49629",+62885-7665-6993,Single,78000000
CUS_500389,"Ratih Yuliarti, M.Ak",pria,Magister,44,"Jl. Tebet Barat Dalam No. 078
Jambi, JT 47734",+62880-2519-4301,Single,49500000
CUS_500437,"Usyi Agustina, M.Kom.",pria,Magister,54,"Gg. Kutai No. 1
Yogyakarta, Kepulauan Bangka Belitung 20810",+62876-8881-9794,Single,83500000
CUS_500609,Balijan Pangestu,pria,Sarjana,42,"Gang Jakarta No. 81
Padangpanjang, Nusa Tenggara Timur 38054",+62888-1840-0522,Single,83000000
CUS_501016,Hj. Anita Putra,wanita,SMA/SMK/MA,36,"Gang Ciwastra No. 7
Sungai Penuh, Lampung 35588",+62812-8388-8854,Single,32000000
CUS_501170,Nurul Nuraini,pria,SMP,39,"Jalan Cikutra Barat No. 97
Jayapura, Bengkulu 07210",+62890-5654-1168,Single,30500000
CUS_504486,Dwi Hassanah,wanita,Sarjana,52,"Gg. Kendalsari No. 313
Pontianak, Gorontalo 09631",+62872-6221-3449,Single,63500000
CUS_506963,Mitra Prayoga,pria,SMP,15,"Gang Gegerkalong Hilir No. 5
Kota Administrasi Jakarta Utara, Aceh 54181",+62849-0414-0877,Sudah menikah,57000000
CUS_507445,Hj. Sadina Rahimah,wanita,SMA/SMK/MA,60,"Jl. Cikutra Timur No. 4
Metro, YO 58257",+62818-0725-0803,Single,35000000
CUS_508233,"drg. Fitria Pangestu, S.E.",wanita,Sarjana,58,"Gang Dipatiukur No. 977
Solok, Banten 99018",+62815-7916-9730,Single,79500000
CUS_508276,Cemani Saefullah,wanita,SD,41,"Jalan Raya Setiabudhi No. 174
Manado, Sumatera Utara 46841",+62864-2408-1885,Sudah menikah,54500000
